datetime;open;high;low;close;volume
2024-12-01;88.75100;94.17500;88.41200;89.13200;572070000
2024-11-01;75.34800;90.80000;74.77700;88.68100;641615000
2024-10-01;71.36400;77.30000;67.78800;75.60300;853369000
2024-09-01;70.010002;72.52600;66.080002;70.92700;531021000
2024-08-01;62.92500;71.13300;58.70400;70.13500;673177000
2024-07-01;67.48900;69.74900;61.70000;62.83500;809087000
2024-06-01;64.52200;68.98800;62.64400;67.48800;542109000
2024-05-01;54.78400;66.42500;54.42500;64.16200;689993000
2024-04-01;60.80000;63.90000;54.20100;55.063999;940103000
2024-03-01;59.98100;63.43900;59.20000;60.73300;601511000
2024-02-01;56.70200;60.53600;54.90000;60.29200;716465000
2024-01-01;48.31900;57.96400;46.18600;56.41100;1459217000
2023-12-01;47.31700;50.089001;44.57300;48.68800;804230000
2023-11-01;41.47700;48.27000;41.41800;47.39700;717437000
2023-10-01;37.74800;41.88400;34.47300;41.16900;1640406000
2023-09-01;43.77300;45.34500;37.11000;37.76000;1002925000
2023-08-01;43.73700;44.52500;39.81500;43.36800;1073031000
2023-07-01;43.97600;48.5;41.18800;43.89700;1686120000
2023-06-01;39.74100;44.86500;39.30800;44.049000;1472532000
2023-05-01;32.94400;40.51100;31.56200;39.52300;1454850000
2023-04-01;34.18300;34.98000;31.61000;32.99300;1279910000
2023-03-01;32.15500;34.58400;28.53300;34.54800;1575554000
2023-02-01;35.38600;37.94300;31.43000;32.21300;1233741000
2023-01-01;29.80600;36.90200;28.87000;35.38600;2064174000
2022-12-01;30.39900;33.27200;27.34100;29.48800;1930809000
2022-11-01;29.61700;31.27100;25.20900;30.55300;1856830000
2022-10-01;23.78500;30.56300;21.17300;29.18800;3352638000
2022-09-01;22.072001;25.049000;21.46900;23.54400;2339207000
2022-08-01;22.31000;25.19900;21.87400;22.35600;1522583000
2022-07-01;17.64900;23.075001;16.97000;22.49000;2700837000
2022-06-01;19.87000;20.73800;16.42800;17.48700;1925527000
2022-05-01;19.17100;20.43800;16.27100;19.74400;2516158000
2022-04-01;37.68000;39.60200;18.56000;19.035999;4033254000
2022-03-01;39.16000;39.65000;32.98200;37.45900;1194919000
2022-02-01;43.29600;45.84800;35.47200;39.45200;1510107000
2022-01-01;60.56100;60.99900;35.14600;42.71400;2416620000
2021-12-01;64.94800;65.45200;58.17400;60.24400;599753000
2021-11-01;68.90600;70.098999;64.00099945;64.19000;645302000
2021-10-01;60.42400;69.097000;59.46800;69.030998;985763000
2021-09-01;56.90000;61.90000;56.80800;61.034000;823175000
2021-08-01;51.90000;56.94800;50.53700;56.91900;547477000
2021-07-01;52.57200;55.75400;50.46600;51.75700;772212000
2021-06-01;50.40100;53.61300;48.21400;52.82100;785606000
2021-05-01;51.26500;51.89500;47.85400;50.28100;669276000
2021-04-01;52.99300;56.35600;49.90000;51.34700;1115733000
2021-03-01;54.55700;55.69900;49.28500;52.16600;901839000
2021-02-01;53.67900;56.66500;51.82800;53.88500;619023000
2021-01-01;53.90000;59.32900;48.56700;53.23900;1399886000
2020-12-01;49.23400;54.55000;49.12900;54.073002;775641000
2020-11-01;47.88700;51.87300;46.34100;49.070000;917889000
2020-10-01;50.60300;57.24900;47.22100;47.57400;1543024000
2020-09-01;53.26000;55.73900;45.86000;50.0029984;1187969000
2020-08-01;49.085999;54.90400;46.65500;52.95600;1162619000
2020-07-01;45.40000;57.53700;45.40000;48.88800;2322063000
2020-06-01;41.88300;47.40100;40.42500;45.50400;1172799000
2020-05-01;41.51000;45.89700;39.78600;41.97300;1350558000
2020-04-01;37.60500;44.95200;35.75100;41.98500;2251116000
2020-03-01;37.31100;39.35200;29.025000;37.55000;2019791000
2020-02-01;34.72400;39.29500;34.62800;36.90300;1140560000
2020-01-01;32.61000;35.98500;32.12000;34.50900;1698740000
2019-12-01;31.43900;33.80000;29.20200;32.35700;1247236000
